ItemName	ItemGenre	DetailType	ParticularType	ImageName	ObjIdx	Width	Height	Intro	Series	Price	Level	PropType1	Min	Max	PropType2	Min	Max	PropType3	Min	Max	PropType4	Min	Max	PropType5	Min	Max	PropType6	Min	Max	PropType7	Min	Max	PropReq1	Param	PropReq2	Param	PropReq3	Param	PropReq4	Param	PropReq5	Param	PropReq6	Param	Magic1	Magic2	Magic3	Magic4	Magic5	Magic6	Set	SetNum	SetId	ExtraMagic1	ExtraMagic2
§»ng Long ThÝ ThÇn Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(9)	1	99999	10																						36	180	39	2															303	10	9		
§»ng Long ThÝ ThÇn Kim ThiÒm ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(10)	3	99999	10																						36	180	39	2															303	10	10		
§»ng Long Phong B¹o H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(1)	4	99999	10																						36	180	39	2															304	10	1		
§»ng Long Phong B¹o Ph¸t Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(2)	0	99999	10	30	360	360	31	85	85																36	180	39	2															304	10	2		
§»ng Long Phong B¹o NhiÕp Ph¸ch ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(3)	2	99999	10																						36	180	39	2															304	10	3		
§»ng Long Phong B¹o Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(4)	1	99999	10	30	135	135	31	80	80																36	180	39	2															304	10	4		
§»ng Long Phong B¹o Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(5)	3	99999	10	30	160	160	31	80	80																36	180	39	2															304	10	5		
§»ng Long Phong B¹o Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(6)	4	99999	10	30	720	720	31	90	90																36	180	39	2															304	10	6		
§»ng Long Phong B¹o Phi Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart04.spr	15	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(7)	0	99999	10	28	42	42	29	98	98	167	-30	-30	31	99	99										36	180	39	2															304	10	7		
§»ng Long Phong B¹o Lý	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(8)	2	99999	10	30	160	160	31	80	80																36	180	39	2															304	10	8		
§»ng Long Phong B¹o Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(9)	1	99999	10																						36	180	39	2															304	10	9		
§»ng Long Phong B¹o §o¹t Hån ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(10)	3	99999	10																						36	180	39	2															304	10	10		
§»ng Long Hµo T×nh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(1)	1	99999	10																						36	180	39	6															305	10	1		
§»ng Long Hµo T×nh §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(2)	3	99999	10	30	360	360	31	85	85																36	180	39	6															305	10	2		
§»ng Long Hµo T×nh V¹n Tr­îng ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(3)	4	99999	10																						36	180	39	6															305	10	3		
§»ng Long Hµo T×nh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(4)	0	99999	10	30	135	135	31	80	80																36	180	39	6															305	10	4		
§»ng Long Hµo T×nh Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(5)	2	99999	10	30	160	160	31	80	80																36	180	39	6															305	10	5		
§»ng Long Hµo T×nh C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(6)	1	99999	10	30	720	720	31	90	90																36	180	39	6															305	10	6		
§»ng Long Hµo T×nh TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(7)	3	99999	10	28	40	40	29	100	100	167	-30	-30	31	99	99										36	180	39	6															305	10	7		
§»ng Long Hµo T×nh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(8)	4	99999	10	30	160	160	31	80	80																36	180	39	6															305	10	8		
§»ng Long Hµo T×nh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(9)	0	99999	10																						36	180	39	6															305	10	9		
§»ng Long Hµo T×nh Thiªn Lý ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(10)	2	99999	10																						36	180	39	6															305	10	10		
§»ng Long Tô NghÜa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(1)	0	99999	10																						36	180	39	6															306	10	1		
§»ng Long Tô NghÜa §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(2)	2	99999	10	30	360	360	31	85	85																36	180	39	6															306	10	2		
§»ng Long Tô NghÜa Lôc Long Bµn ChØ	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(3)	1	99999	10																						36	180	39	6															306	10	3		
§»ng Long Tô NghÜa Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(4)	3	99999	10	30	135	135	31	80	80																36	180	39	6															306	10	4		
§»ng Long Tô NghÜa Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(5)	4	99999	10	30	160	160	31	80	80																36	180	39	6															306	10	5		
§»ng Long Tô NghÜa C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(6)	0	99999	10	30	720	720	31	90	90																36	180	39	6															306	10	6		
§»ng Long Tô NghÜa Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(7)	2	99999	10	28	69	69	29	128	128	167	-30	-30	31	99	99										36	180	39	6															306	10	7		
§»ng Long Tô NghÜa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(8)	1	99999	10	30	160	160	31	80	80																36	180	39	6															306	10	8		
§»ng Long Tô NghÜa Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(9)	3	99999	10																						36	180	39	6															306	10	9		
§»ng Long Tô NghÜa Linh Ngäc Bµn ChØ	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(10)	4	99999	10																						36	180	39	6															306	10	10		
§»ng Long Viªm Hoµng H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp §»ng Long(1)	0	99999	10																						36	180	39	7															307	10	1		
§»ng Long Viªm Hoµng Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp §»ng Long(2)	2	99999	10	30	360	360	31	85	85																36	180	39	7															307	10	2		
§»ng Long Viªm Hoµng LiÖt DiÖm Bµn ChØ	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp §»ng Long(3)	1	99999	10																						36	180	39	7															307	10	3		
§»ng Long Viªm Hoµng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp §»ng Long(4)	3	99999	10	30	135	135	31	80	80																36	180	39	7															307	10	4		
§»ng Long Viªm Hoµng Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp §»ng Long(5)	4	99999	10	30	160	160	31	80	80																36	180	39	7															307	10	5		
§»ng Long Viªm Hoµng Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp §»ng Long(6)	0	99999	10	30	720	720	31	90	90																36	180	39	7															307	10	6		
§»ng Long Viªm Hoµng Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp §»ng Long(7)	2	99999	10	28	18	18	29	158	158	167	-30	-30	31	99	99										36	180	39	7															307	10	7		
§»ng Long Viªm Hoµng Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp §»ng Long(8)	1	99999	10	30	160	160	31	80	80																36	180	39	7															307	10	8		
§»ng Long Viªm Hoµng Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp §»ng Long(9)	3	99999	10																						36	180	39	7															307	10	9		
§»ng Long Viªm Hoµng HuyÕt Thó Bµn ChØ	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp §»ng Long(10)	4	99999	10																						36	180	39	7															307	10	10		
§»ng Long PhÇn Thiªn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp §»ng Long(1)	1	99999	10																						36	180	39	7															308	10	1		
§»ng Long PhÇn Thiªn Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp §»ng Long(2)	3	99999	10	30	360	360	31	85	85																36	180	39	7															308	10	2		
§»ng Long PhÇn Thiªn Dung Nham ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp §»ng Long(3)	4	99999	10																						36	180	39	7															308	10	3		
§»ng Long PhÇn Thiªn Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp §»ng Long(4)	0	99999	10	30	135	135	31	80	80																36	180	39	7															308	10	4		
§»ng Long PhÇn Thiªn Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp §»ng Long(5)	2	99999	10	30	160	160	31	80	80																36	180	39	7															308	10	5		
§»ng Long PhÇn Thiªn Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp §»ng Long(6)	1	99999	10	30	720	720	31	90	90																36	180	39	7															308	10	6		
§»ng Long PhÇn Thiªn B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp §»ng Long(7)	3	99999	10	28	40	40	29	100	100	167	-30	-30	31	99	99										36	180	39	7															308	10	7		
§»ng Long PhÇn Thiªn Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp §»ng Long(8)	4	99999	10	30	160	160	31	80	80																36	180	39	7															308	10	8		
§»ng Long PhÇn Thiªn Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp §»ng Long(9)	0	99999	10																						36	180	39	7															308	10	9		
§»ng Long PhÇn Thiªn D­¬ng Viªm ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp §»ng Long(10)	2	99999	10																						36	180	39	7															308	10	10		
§»ng Long Ngäc H­ Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp §»ng Long(1)	3	99999	10																						36	180	39	8															309	10	1		
§»ng Long Ngäc H­ Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap06-3.spr	28	2	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp §»ng Long(2)	4	99999	10	30	360	360	31	85	85																36	180	39	8															309	10	2		
§»ng Long Ngäc H­ VÜnh Sinh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp §»ng Long(3)	0	99999	10																						36	180	39	8															309	10	3		
§»ng Long Ngäc H­ Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp §»ng Long(4)	2	99999	10	30	135	135	31	80	80																36	180	39	8															309	10	4		
§»ng Long Ngäc H­ Ph¸p §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp §»ng Long(5)	1	99999	10	30	160	160	31	80	80																36	180	39	8															309	10	5		
§»ng Long Ngäc H­ §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp §»ng Long(6)	3	99999	10	30	720	720	31	90	90																36	180	39	8															309	10	6		
§»ng Long Ngäc H­ ThÇn KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword22.spr	9	1	3	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp §»ng Long(7)	4	99999	10	28	46	46	29	86	86	167	-30	-30	31	99	99										36	180	39	8															309	10	7		
§»ng Long Ngäc H­ Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp §»ng Long(8)	0	99999	10	30	160	160	31	80	80																36	180	39	8															309	10	8		
§»ng Long Ngäc H­ Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp §»ng Long(9)	2	99999	10																						36	180	39	8															309	10	9		
§»ng Long Ngäc H­ §¹o Hµnh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp §»ng Long(10)	1	99999	10																						36	180	39	8															309	10	10		
§»ng Long HuyÒn Thiªn Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp §»ng Long(1)	0	99999	10																						36	180	39	8															310	10	1		
§»ng Long HuyÒn Thiªn Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp §»ng Long(2)	2	99999	10	30	360	360	31	85	85																36	180	39	8															310	10	2		
§»ng Long HuyÒn Thiªn H»ng Cöu Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp §»ng Long(3)	1	99999	10																						36	180	39	8															310	10	3		
§»ng Long HuyÒn Thiªn Tô	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp §»ng Long(4)	3	99999	10	30	135	135	31	80	80																36	180	39	8															310	10	4		
§»ng Long HuyÒn Thiªn Ph¸p §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp §»ng Long(5)	4	99999	10	30	160	160	31	80	80																36	180	39	8															310	10	5		
§»ng Long HuyÒn Thiªn §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp §»ng Long(6)	0	99999	10	30	720	720	31	90	90																36	180	39	8															310	10	6		
§»ng Long HuyÒn Thiªn ThÇn KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp §»ng Long(7)	2	99999	10	28	46	46	29	86	86	167	-30	-30	31	99	99										36	180	39	8															310	10	7		
§»ng Long HuyÒn Thiªn Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp §»ng Long(8)	1	99999	10	30	160	160	31	80	80																36	180	39	8															310	10	8		
§»ng Long HuyÒn Thiªn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp §»ng Long(9)	3	99999	10																						36	180	39	8															310	10	9		
§»ng Long HuyÒn Thiªn BÊt DiÖt Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp §»ng Long(10)	4	99999	10																						36	180	39	8															310	10	10		
§»ng Long Ph­¬ng Nguyªn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp §»ng Long(1)	0	99999	10																						36	180	39	9															311	10	1		
§»ng Long Ph­¬ng Nguyªn §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap06-3.spr	28	2	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp §»ng Long(2)	2	99999	10	30	360	360	31	85	85																36	180	39	9															311	10	2		
§»ng Long Ph­¬ng Nguyªn Trïng D­¬ng Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp §»ng Long(3)	1	99999	10																						36	180	39	9															311	10	3		
§»ng Long Ph­¬ng Nguyªn Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp §»ng Long(4)	3	99999	10	30	135	135	31	80	80																36	180	39	9															311	10	4		
§»ng Long Ph­¬ng Nguyªn Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp §»ng Long(5)	4	99999	10	30	160	160	31	80	80																36	180	39	9															311	10	5		
§»ng Long Ph­¬ng Nguyªn B¶o §ao	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	Bé trang bÞ C«n L«n ®ao ph¸p cÊp §»ng Long(6)	0	99999	10	30	720	720	31	90	90																36	180	39	9															311	10	6		
§»ng Long Ph­¬ng Nguyªn §¹o Bµo	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ C«n L«n ®ao ph¸p cÊp §»ng Long(7)	2	99999	10	28	40	40	29	114	114	167	-30	-30	31	99	99										36	180	39	9															311	10	7		
§»ng Long Ph­¬ng Nguyªn Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp §»ng Long(8)	1	99999	10	30	160	160	31	80	80																36	180	39	9															311	10	8		
§»ng Long Ph­¬ng Nguyªn Béi	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp §»ng Long(9)	3	99999	10																						36	180	39	9															311	10	9		
§»ng Long Ph­¬ng Nguyªn Cµn Kh«n Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp §»ng Long(10)	4	99999	10																						36	180	39	9															311	10	10		
§»ng Long Th­¬ng Khung Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(1)	3	99999	10																						36	180	39	9															312	10	1		
§»ng Long Th­¬ng Khung §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap06-3.spr	28	2	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(2)	4	99999	10	30	360	360	31	85	85																36	180	39	9															312	10	2		
§»ng Long Th­¬ng Khung Linh Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(3)	0	99999	10																						36	180	39	9															312	10	3		
§»ng Long Th­¬ng Khung Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(4)	2	99999	10	30	135	135	31	80	80																36	180	39	9															312	10	4		
§»ng Long Th­¬ng Khung Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(5)	1	99999	10	30	160	160	31	80	80																36	180	39	9															312	10	5		
§»ng Long Th­¬ng Khung §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(6)	3	99999	10	30	720	720	31	90	90																36	180	39	9															312	10	6		
§»ng Long Th­¬ng Khung ThÇn KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(7)	4	99999	10	28	46	46	29	86	86	167	-30	-30	31	99	99										36	180	39	9															312	10	7		
§»ng Long Th­¬ng Khung Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(8)	0	99999	10	30	160	160	31	80	80																36	180	39	9															312	10	8		
§»ng Long Th­¬ng Khung Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(9)	2	99999	10																						36	180	39	9															312	10	9		
§»ng Long Th­¬ng Khung D­¬ng Chi ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp §»ng Long(10)	1	99999	10																						36	180	39	9															312	10	10		
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	1																						36	120											1384										
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	2																						36	120											1385										
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	3																						36	120											1386										
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	4																						36	120											1387										
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	5																						36	120											1388										
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	999	6																						36	120											1389										
